[Normal Axes]|en|ru
prefix_juggernauts03|Juggernaut´s|
prefix_juggernauts04|Juggernaut´s|
prefix_juggernauts05|Juggernaut´s|
prefix_soldiers|Soldier´s|
prefix_berserkers|Berserker´s|
prefix_crusaders|Crusader´s|
prefix_legionnaires|Legionnaire´s|
prefix_warlords|Warlord´s|
prefix_swift|Swift|
prefix_rapid|Rapid|
prefix_quickened|Quickened|
prefix_fleet|Fleet|
prefix_zephyrs|Zephyr´s|
prefix_fireinfusion01|Fireinfusion|
prefix_fireinfusion02|Fireinfusion|
prefix_fireinfusion03|Fireinfusion|
prefix_fireinfusion04|Fireinfusion|
prefix_fireinfusion05|Fireinfusion|
prefix_coldinfusion01|Coldinfusion|
prefix_coldinfusion02|Coldinfusion|
prefix_coldinfusion03|Coldinfusion|
prefix_coldinfusion04|Coldinfusion|
prefix_coldinfusion05|Coldinfusion|
prefix_lightninginfusion01|Lightninginfusion|
prefix_lightninginfusion02|Lightninginfusion|
prefix_lightninginfusion03|Lightninginfusion|
prefix_lightninginfusion04|Lightninginfusion|
prefix_lightninginfusion05|Lightninginfusion|
prefix_arcaneinfusion01|Arcaneinfusion|
prefix_arcaneinfusion02|Arcaneinfusion|
prefix_arcaneinfusion03|Arcaneinfusion|
prefix_arcaneinfusion04|Arcaneinfusion|
prefix_arcaneinfusion05|Arcaneinfusion|
prefix_skeletons|Skeleton´s|
prefix_zombies|Zombie´s|
prefix_ghouls|Ghoul´s|
prefix_lich|Lich|
prefix_blackknights|Black Knight´s|
prefix_dark|Dark|
prefix_black|Black|
prefix_pitchblack|Pitchblack|
prefix_eerie|Eerie|
prefix_limbo|Limbo|
prefix_miner|Miner|
prefix_detonator|Detonator|
prefix_fusing|Fusing|
prefix_ticking|Ticking|
prefix_exploding|Exploding|
prefix_lurking|Lurking|
prefix_watching|Watching|
prefix_monitoring|Monitoring|
prefix_scanning|Scanning|
prefix_surveilling|Surveilling|
prefix_timing|Timing|
prefix_enduring|Enduring|
prefix_lasting|Lasting|
prefix_weaving|Weaving|
prefix_everlasting|Everlasting|
prefix_manaleak|Manaleak|
prefix_manaspill|Manaspill|
prefix_manasplash|Manasplash|
prefix_manaflow|Manaflow|
prefix_manahunger|Manahunger|
prefix_mitigating|Mitigating|
prefix_deflecting|Deflecting|
prefix_defending|Defending|
prefix_armored|Armored|
prefix_bulwark|Bulwark|
prefix_reanimator|Reanimator|
prefix_deathcaller|Deathcaller|
prefix_unholy|Unholy|
prefix_summoner|Summoner|
prefix_necromancer|Necromancer|
prefix_superior_weapon1|Superior|
prefix_superior_weapon2|Superior|
prefix_superior_weapon3|Superior|
prefix_superior_weapon4|Superior|
prefix_superior_weapon5|Superior|
prefix_superior_armor1|Superior|
prefix_superior_armor2|Superior|
prefix_superior_armor3|Superior|
prefix_superior_armor4|Superior|
prefix_superior_armor5|Superior|
prefix_exceptional_weapon1|Exceptional|
prefix_exceptional_weapon2|Exceptional|
prefix_exceptional_weapon3|Exceptional|
prefix_exceptional_weapon4|Exceptional|
prefix_exceptional_weapon5|Exceptional|
prefix_exceptional_armor1|Exceptional|
prefix_exceptional_armor2|Exceptional|
prefix_exceptional_armor3|Exceptional|
prefix_exceptional_armor4|Exceptional|
prefix_exceptional_armor5|Exceptional|
prefix_astral_weapon1|Astral|
prefix_astral_weapon2|Astral|
prefix_astral_weapon3|Astral|
prefix_astral_weapon4|Astral|
prefix_astral_weapon5|Astral|
prefix_astral_armor1|Astral|
prefix_astral_armor2|Astral|
prefix_astral_armor3|Astral|
prefix_astral_armor4|Astral|
prefix_astral_armor5|Astral|
prefix_quantum_weapon1|Quantum|
prefix_quantum_weapon2|Quantum|
prefix_quantum_weapon3|Quantum|
prefix_quantum_weapon4|Quantum|
prefix_quantum_weapon5|Quantum|
prefix_quantum_armor1|Quantum|
prefix_quantum_armor2|Quantum|
prefix_quantum_armor3|Quantum|
prefix_quantum_armor4|Quantum|
prefix_quantum_armor5|Quantum|
prefix_glooming|Glooming|
prefix_sparkling|Sparkling|
prefix_lumninated|Luminated|
prefix_luxified|Luxified|
prefix_lightburning|Lightburning|
prefix_regenerating|Regenerating|
prefix_healing|Healing|
prefix_fulfilling|Fulfilling|
prefix_vitalizing|Vitalizing|
prefix_consuming|Consuming|
prefix_shortlived|Shortlived|
prefix_fast|Fast|
prefix_accelerated|Accelerated|
prefix_hyperloop|Hyperloop|
prefix_entangled|Entangled|
prefix_soul_recon|Soul Recon|
prefix_soul_infused|Soul Infused|
prefix_soul_hungry|Soul Hungry|
prefix_soul_filled|Soul Filled|
prefix_soul_funneled|Soul Funneled|
prefix_vital_recon|Vital Recon|
prefix_vital_infused|Vital Infused|
prefix_vital_hungry|Vital Hungry|
prefix_vital_filled|Vital Filled|
prefix_vital_funneled|Vital Funneled|
prefix_quick_sentry|Quick Sentry|
prefix_fast_sentry|Fast Sentry|
prefix_speed_sentry|Speed Sentry|
prefix_rapid_sentry|Rapid Sentry|
prefix_fleet_sentry|Fleet Sentry|
prefix_delirious|Delirious|
prefix_dwelling|Dwelling|
prefix_treasure|Treasure|
prefix_legion|Legion|
prefix_heroic|Heroic|
prefix_vault_treasure01|Greedy|
prefix_vault_treasure02|Greedy|
prefix_vault_treasure03|Greedy|
prefix_vault_treasure04|Greedy|
prefix_vault_treasure05|Greedy|
prefix_vault_treasure06|Greedy|
prefix_vault_material01|Stacked|
prefix_vault_material02|Stacked|
prefix_vault_material03|Stacked|
prefix_vault_material04|Stacked|
prefix_vault_material05|Stacked|
prefix_vault_material06|Stacked|
prefix_vault_collectible01|Collecting|
prefix_vault_collectible02|Collecting|
prefix_vault_collectible03|Collecting|
prefix_vault_collectible04|Collecting|
prefix_vault_collectible05|Collecting|
prefix_vault_collectible06|Collecting|
prefix_vault_key01|Locked|
prefix_vault_key02|Locked|
prefix_vault_key03|Locked|
prefix_vault_key04|Locked|
prefix_vault_key05|Locked|
prefix_vault_key06|Locked|
prefix_vault_codex01|Enchanted|
prefix_vault_codex02|Enchanted|
prefix_vault_codex03|Enchanted|
prefix_vault_codex04|Enchanted|
prefix_vault_codex05|Enchanted|
prefix_vault_codex06|Enchanted|
||
||
[Suffixes]||
suffix_of|of|
suffix_strength|Strength|
suffix_power|Power|
suffix_force|Force|
suffix_might|Might|
suffix_fury|Fury|
suffix_dexterity|Dexterity|
suffix_sleight|Sleight|
suffix_skill|Skill|
suffix_reflex|Reflex|
suffix_agility|Agility|
suffix_energy|Energy|
suffix_illumination|Illumination|
suffix_mysticism|Mysticism|
suffix_spirit|Spirit|
suffix_resonance|Resonance|
suffix_sorcer|Sorcer|
suffix_mage|Mage|
suffix_warlock|Warlock|
suffix_wizard|Wizard|
suffix_witch|Witch|
suffix_armor|Armor|
suffix_ward|Ward|
suffix_guard|Guard|
suffix_bulwark|Bulwark|
suffix_bastion|Bastion|
suffix_vitality|Vitality|
suffix_endurance|Endurance|
suffix_stamina|Stamina|
suffix_vigor|Vigor|
suffix_fortitude|Fortitude|
suffix_mitigation|Mitigation|
suffix_absorption|Absorption|
suffix_shielding|Shielding|
suffix_resilience|Resilience|
suffix_protection|Protection|
suffix_spellshield|Spellshield|
suffix_spellabsorb|Spellabsorb|
suffix_manashielding|Manashielding|
suffix_spellcutter|Spellcutter|
suffix_spellpurge|Spellpurge|
suffix_absolute|Absolute|
suffix_untouchable|Untouchable|
suffix_fortification|Fortification|
suffix_divinity|Divinity|
suffix_immortality|Immortality|
suffix_balance|Balance|
suffix_reaction|Reaction|
suffix_libra|Libra|
suffix_recovery|Recovery|
suffix_equilibrium|Equilibrium|
suffix_flash|Flash|
suffix_tempo|Tempo|
suffix_swiftness|Swiftness|
suffix_frenzy|Frenzy|
suffix_blitzkrieg|Blitzkrieg|
suffix_swiftcast|Swiftcast|
suffix_quickchant|Rapidchant|
suffix_spellhaste|Spellhaste|
suffix_quickspell|Quickspell|
suffix_rapidcasting|Rapidcasting|
suffix_luck|Luck|
suffix_fortune|Fortune|
suffix_scavenger|Scavenger|
suffix_tomb_raider|Tombraider|
suffix_rngesus|RNGesus|
suffix_leeching|Leeching|
suffix_locust|Locust|
suffix_lifesurge|Lifesurge|
suffix_lifedrain|Lifedrain|
suffix_lifetap|Lifetap|
suffix_manavamp|Manavamp|
suffix_manadrain|Manadrain|
suffix_manatide|Manatide|
suffix_manasiphon|Manasiphon|
suffix_manawraith|Manawraith|
suffix_dartguard|Dartguard|
suffix_arrowguard|Arrowguard|
suffix_flightguard|Flightguard|
suffix_projectileguard|Projectileguard|
suffix_missileguard|Missileguard|
suffix_lifeinflux|Lifeinflux|
suffix_lifepulse|Lifepulse|
suffix_lifeflow|Lifeflow|
suffix_lifespring|Lifespring|
suffix_lifebloom|Lifebloom|
suffix_manaflux|Manaflux|
suffix_manawell|Manawell|
suffix_manaflow|Manaflow|
suffix_manaspring|Manaspring|
suffix_manabloom|Manabloom|
suffix_blockade|Blockade|
suffix_deflection|Deflection|
suffix_warding|Warding|
suffix_barrier|Barrier|
suffix_shieldwall|Shieldwall|
suffix_tundra|Tundra|
suffix_freljord|Freljord|
suffix_quillboar|Quillboard|
suffix_oak|Oak|
suffix_thorns|Thorns|
suffix_needle|Needle|
suffix_armadillo|Armadillo|
suffix_manablock|Manablock|
suffix_manadeflect|Manadeflect|
suffix_manaward|Manaward|
suffix_manabarrier|Manabarrier|
suffix_manawall|Manawall|
suffix_lifeblock|Lifeblock|
suffix_lifedeflect|Lifedeflect|
suffix_lifeward|Lifeward|
suffix_lifebarrier|Lifebarrier|
suffix_lifewall|Lifewall|
suffix_king01|King|
suffix_king02|King|
suffix_king03|King|
suffix_king04|King|
suffix_king05|King|
suffix_archery01|Archery|
suffix_archery02|Archery|
suffix_archery03|Archery|
suffix_archery04|Archery|
suffix_archery05|Archery|
suffix_intellect01|Intellect|
suffix_intellect02|Intellect|
suffix_intellect03|Intellect|
suffix_intellect04|Intellect|
suffix_intellect05|Intellect|
suffix_spellpower01|Spellpower|
suffix_spellpower02|Spellpower|
suffix_spellpower03|Spellpower|
suffix_spellpower04|Spellpower|
suffix_spellpower05|Spellpower|
suffix_defender01|Defender|
suffix_defender02|Defender|
suffix_defender03|Defender|
suffix_defender04|Defender|
suffix_defender05|Defender|
suffix_holyvigor01|Holy Vigor|
suffix_holyvigor02|Holy Vigor|
suffix_holyvigor03|Holy Vigor|
suffix_holyvigor04|Holy Vigor|
suffix_holyvigor05|Holy Vigor|
suffix_lonewolf|Lonewolf|
suffix_legend|Legend|
suffix_hero|Hero|
suffix_samurai|Samurai|
suffix_ronin|Ronin|
suffix_battle_magus|Battlemagus|
suffix_spell_caster|Spellcaster|
suffix_high_sorcery|Highsorcery|
suffix_grand_wizard|Grandwizard|
suffix_arch_warlock|Archwarlock|
suffix_firegod|Fire God|
suffix_flamegod|Flame God|
suffix_lavagod|Lava God|
suffix_infernogod|Inferno God|
suffix_hellfiregod|Hellfire God|
suffix_icegod|Ice God|
suffix_frostgod|Frost God|
suffix_rimegod|Rime God|
suffix_tundragod|Tundra God|
suffix_glacialgod|Glacial God|
suffix_arcanegod|Arcane God|
suffix_magegod|Mage God|
suffix_spellgod|Spell God|
suffix_riftgod|Rift God|
suffix_ethergod|Ether God|
suffix_shockgod|Shock God|
suffix_stasisgod|Stasis God|
suffix_lightninggod|Lightning God|
suffix_thundergod|Thunder God|
suffix_stormgod|Storm God|
suffix_poisongod|Poison God|
suffix_venomgod|Venom God|
suffix_toxicgod|Toxic God|
suffix_plaguegod|Plague God|
suffix_blackgod|Black God|
suffix_ignoring|Ignoring|
suffix_drilling|Drilling|
suffix_penetration|Penetration|
suffix_piercing|Piercing|
suffix_armorcrushing|Armorcrushing|
suffix_wholeness|Wholeness|
suffix_totality|Totality|
suffix_versatility|Versatility|
suffix_unity|Unity|
suffix_harmony|Harmony|
suffix_kobold|Kobold|
suffix_goblin|Goblin|
suffix_hobgoblin|Hobgoblin|
suffix_ethergoblin|Ethergoblin|
suffix_treasuregoblin|Treasuregoblin|
suffix_vision|Vision|
suffix_memory|Memory|
suffix_brain|Brain|
suffix_illusion|Illusion|
suffix_mind|Mind|
suffix_ice|Ice|
suffix_frost|Frost|
suffix_chill|Chill|
suffix_rime|Rime|
suffix_glacier|Glacier|
suffix_fire|Fire|
suffix_flames|Flames|
suffix_lava|Lava|
suffix_volcano|Volcano|
suffix_inferno|Inferno|
suffix_shock|Shock|
suffix_stasis|Stasis|
suffix_voltage|Voltage|
suffix_lightning|Lightning|
suffix_thunder|Thunder|
suffix_poison|Poison|
suffix_toxicity|Toxicity|
suffix_vile|Vile|
suffix_plague|Plague|
suffix_pandemic|Pandemic|
suffix_arcanum|Arcanum|
suffix_arcanist|Arcanist|
suffix_arcana|Arcana|
suffix_arcane_surge|Arcanesurge|
suffix_arcane_wrath|Arcanewrath|
suffix_shaking|Shaking|
suffix_trembling|Trembling|
suffix_fissure|Fissure|
suffix_earthquake|Earthquake|
suffix_cataclysm|Cataclysm|
suffix_wishing|Wishing|
suffix_prayer|Prayer|
suffix_pineal_gland|Pinealgland|
suffix_atlantis|Atlantis|
suffix_anunnaki|Anunnaki|
suffix_stunning01|Stunning|
suffix_stunning02|Stunning|
suffix_stunning03|Stunning|
suffix_stunning04|Stunning|
suffix_stunning05|Stunning|
suffix_bleeding01|Bleeding|
suffix_bleeding02|Bleeding|
suffix_bleeding03|Bleeding|
suffix_bleeding04|Bleeding|
suffix_bleeding05|Bleeding|
suffix_frostbiting01|Frostbiting|
suffix_frostbiting02|Frostbiting|
suffix_frostbiting03|Frostbiting|
suffix_frostbiting04|Frostbiting|
suffix_frostbiting05|Frostbiting|
suffix_poisoning01|Poisoning|
suffix_poisoning02|Poisoning|
suffix_poisoning03|Poisoning|
suffix_poisoning04|Poisoning|
suffix_poisoning05|Poisoning|
suffix_burning01|Burning|
suffix_burning02|Burning|
suffix_burning03|Burning|
suffix_burning04|Burning|
suffix_burning05|Burning|
suffix_velocity|Velocity|
suffix_swiftdart|Swiftdart|
suffix_quickslug|Quickslug|
suffix_rapidbolt|Rapidbolt|
suffix_flashfire|Flashfire|
suffix_ranger|Ranger|
suffix_scout|Scout|
suffix_sniper|Sniper|
suffix_marksman|Marksman|
suffix_sharpshooter|Sharpshooter|
suffix_glimmer|Glimmer|
suffix_light|Light|
suffix_torch|Torch|
suffix_lantern|Lantern|
suffix_wildfire|Wildfire|
suffix_vial|Vial|
suffix_flask|Flask|
suffix_cleanse|Cleanse|
suffix_purge|Purge|
suffix_antidote|Antidote|
suffix_guardsman|Guardsman|
suffix_watchman|Watchman|
suffix_townsguard|Towns Guard|
suffix_royalguard|Royal Guard|
suffix_kingsguard|Kings Guard|
suffix_fallensentry|Fallen Sentry|
suffix_fallenguard|Fallen Guard|
suffix_fallenberserker|Fallen Berserker|
suffix_fallenknight|Fallen Knight|
suffix_fallentemplar|Fallen Templar|
suffix_ruggedcolossus|Rugged Colossus|
suffix_sterncolossus|Stern Colossus|
suffix_vitalcolossus|Vital Colossus|
suffix_resilientcolossus|Resilient Colossus|
suffix_fortifiedcolossus|Fortified Colossus|
suffix_flamehunger01|Flame Hunger|
suffix_flamehunger02|Flame Hunger|
suffix_flamehunger03|Flame Hunger|
suffix_flamehunger04|Flame Hunger|
suffix_flamehunger05|Flame Hunger|
suffix_frosthunger01|Frost Hunger|
suffix_frosthunger02|Frost Hunger|
suffix_frosthunger03|Frost Hunger|
suffix_frosthunger04|Frost Hunger|
suffix_frosthunger05|Frost Hunger|
suffix_stormhunger01|Storm Hunger|
suffix_stormhunger02|Storm Hunger|
suffix_stormhunger03|Storm Hunger|
